loan_id,disbursal_month,snapshot_month,mob,dpd_bucket,is_bad_flag
L1357,2025-02,2025-10,8,30 DPD,0
L1357,2025-02,2025-11,9,60 DPD,1
L1357,2025-02,2025-12,10,Current,0
L1357,2025-02,2026-01,11,Current,0
L1357,2025-02,2026-02,12,Current,0
L1357,2025-02,2026-03,13,Current,0
L1358,2025-02,2025-03,1,Current,0
L1358,2025-02,2025-04,2,Current,0
L1358,2025-02,2025-05,3,Current,0
L1358,2025-02,2025-06,4,Current,0
L1358,2025-02,2025-07,5,Current,0
L1358,2025-02,2025-08,6,Current,0
L1358,2025-02,2025-09,7,Current,0
L1358,2025-02,2025-10,8,Current,0
L1358,2025-02,2025-11,9,Current,0
L1358,2025-02,2025-12,10,Current,0
L1358,2025-02,2026-01,11,Current,0
L1358,2025-02,2026-02,12,Current,0
L1358,2025-02,2026-03,13,Current,0
L1358,2025-02,2026-04,14,Current,0
L1358,2025-02,2026-05,15,Current,0
L1358,2025-02,2026-06,16,Current,0
L1359,2025-02,2025-03,1,Current,0
L1359,2025-02,2025-04,2,Current,0
L1359,2025-02,2025-05,3,Current,0
L1359,2025-02,2025-06,4,Current,0
L1359,2025-02,2025-07,5,Current,0
L1359,2025-02,2025-08,6,Current,0
L1359,2025-02,2025-09,7,Current,0
L1359,2025-02,2025-10,8,Current,0
L1359,2025-02,2025-11,9,Current,0
L1359,2025-02,2025-12,10,Current,0
L1359,2025-02,2026-01,11,Current,0
L1359,2025-02,2026-02,12,Current,0
L1359,2025-02,2026-03,13,Current,0
L1360,2025-02,2025-03,1,Current,0
L1360,2025-02,2025-04,2,Current,0
L1360,2025-02,2025-05,3,Current,0
L1360,2025-02,2025-06,4,Current,0
L1360,2025-02,2025-07,5,Current,0
L1360,2025-02,2025-08,6,Current,0
L1360,2025-02,2025-09,7,Current,0
L1360,2025-02,2025-10,8,Current,0
L1360,2025-02,2025-11,9,Current,0
L1360,2025-02,2025-12,10,Current,0
L1360,2025-02,2026-01,11,Current,0
L1360,2025-02,2026-02,12,Current,0
L1360,2025-02,2026-03,13,Current,0
L1360,2025-02,2026-04,14,Current,0
L1360,2025-02,2026-05,15,Current,0
L1360,2025-02,2026-06,16,Current,0
L1361,2025-02,2025-03,1,Current,0
L1361,2025-02,2025-04,2,Current,0
L1361,2025-02,2025-05,3,30 DPD,0
L1361,2025-02,2025-06,4,60 DPD,1
L1361,2025-02,2025-07,5,60 DPD,1
L1361,2025-02,2025-08,6,Current,0
L1361,2025-02,2025-09,7,Current,0
L1361,2025-02,2025-10,8,Current,0
L1361,2025-02,2025-11,9,Current,0
L1361,2025-02,2025-12,10,Current,0
L1361,2025-02,2026-01,11,Current,0
L1361,2025-02,2026-02,12,Current,0
L1361,2025-02,2026-03,13,Current,0
L1361,2025-02,2026-04,14,Current,0
L1361,2025-02,2026-05,15,Current,0
L1361,2025-02,2026-06,16,Current,0
L1362,2025-02,2025-03,1,Current,0
L1362,2025-02,2025-04,2,Current,0
L1362,2025-02,2025-05,3,Current,0
L1362,2025-02,2025-06,4,Current,0
L1362,2025-02,2025-07,5,Current,0
L1362,2025-02,2025-08,6,Current,0
L1362,2025-02,2025-09,7,Current,0
L1362,2025-02,2025-10,8,Current,0
L1362,2025-02,2025-11,9,30 DPD,0
L1362,2025-02,2025-12,10,30 DPD,0
L1362,2025-02,2026-01,11,30 DPD,0
L1362,2025-02,2026-02,12,Current,0
L1362,2025-02,2026-03,13,Current,0
L1363,2025-02,2025-03,1,Current,0
L1363,2025-02,2025-04,2,Current,0
L1363,2025-02,2025-05,3,Current,0
L1363,2025-02,2025-06,4,Current,0
L1363,2025-02,2025-07,5,Current,0
L1363,2025-02,2025-08,6,Current,0
L1363,2025-02,2025-09,7,Current,0
L1363,2025-02,2025-10,8,Current,0
L1363,2025-02,2025-11,9,Current,0
L1363,2025-02,2025-12,10,Current,0
L1363,2025-02,2026-01,11,Current,0
L1363,2025-02,2026-02,12,Current,0
L1363,2025-02,2026-03,13,Current,0
L1364,2025-02,2025-03,1,30 DPD,0
L1364,2025-02,2025-04,2,30 DPD,0
L1364,2025-02,2025-05,3,30 DPD,0
L1364,2025-02,2025-06,4,Current,0
L1364,2025-02,2025-07,5,30 DPD,0
L1364,2025-02,2025-08,6,60 DPD,1
L1364,2025-02,2025-09,7,Current,0
L1364,2025-02,2025-10,8,Current,0
L1364,2025-02,2025-11,9,30 DPD,0
L1364,2025-02,2025-12,10,30 DPD,0
L1364,2025-02,2026-01,11,60 DPD,1
L1364,2025-02,2026-02,12,60 DPD,1
L1364,2025-02,2026-03,13,Current,0
L1364,2025-02,2026-04,14,Current,0
L1364,2025-02,2026-05,15,Current,0
L1364,2025-02,2026-06,16,30 DPD,0
L1365,2025-02,2025-03,1,Current,0
L1365,2025-02,2025-04,2,Current,0
L1365,2025-02,2025-05,3,Current,0
L1365,2025-02,2025-06,4,Current,0
L1365,2025-02,2025-07,5,Current,0
L1365,2025-02,2025-08,6,Current,0
L1365,2025-02,2025-09,7,Current,0
L1365,2025-02,2025-10,8,Current,0
L1365,2025-02,2025-11,9,30 DPD,0
L1365,2025-02,2025-12,10,30 DPD,0
L1365,2025-02,2026-01,11,60 DPD,1
L1365,2025-02,2026-02,12,60 DPD,1
L1365,2025-02,2026-03,13,90 DPD,1
L1365,2025-02,2026-04,14,90 DPD,1
L1365,2025-02,2026-05,15,90 DPD,1
L1365,2025-02,2026-06,16,90 DPD,1
L1366,2025-02,2025-03,1,Current,0
L1366,2025-02,2025-04,2,Current,0
L1366,2025-02,2025-05,3,Current,0
L1366,2025-02,2025-06,4,30 DPD,0
L1366,2025-02,2025-07,5,60 DPD,1
L1366,2025-02,2025-08,6,60 DPD,1
L1366,2025-02,2025-09,7,60 DPD,1
L1366,2025-02,2025-10,8,60 DPD,1
L1366,2025-02,2025-11,9,60 DPD,1
L1366,2025-02,2025-12,10,60 DPD,1
L1366,2025-02,2026-01,11,90 DPD,1
L1366,2025-02,2026-02,12,90 DPD,1
L1366,2025-02,2026-03,13,90 DPD,1
L1366,2025-02,2026-04,14,Current,0
L1366,2025-02,2026-05,15,Current,0
L1366,2025-02,2026-06,16,Current,0
L1367,2025-02,2025-03,1,Current,0
L1367,2025-02,2025-04,2,30 DPD,0
L1367,2025-02,2025-05,3,30 DPD,0
L1367,2025-02,2025-06,4,60 DPD,1
L1367,2025-02,2025-07,5,60 DPD,1
L1367,2025-02,2025-08,6,90 DPD,1
L1367,2025-02,2025-09,7,90 DPD,1
L1367,2025-02,2025-10,8,90 DPD,1
L1367,2025-02,2025-11,9,90 DPD,1
L1367,2025-02,2025-12,10,90 DPD,1
L1367,2025-02,2026-01,11,NPA,1
L1367,2025-02,2026-02,12,NPA,1
L1367,2025-02,2026-03,13,NPA,1
L1367,2025-02,2026-04,14,NPA,1
L1367,2025-02,2026-05,15,NPA,1
L1367,2025-02,2026-06,16,NPA,1
L1368,2025-02,2025-03,1,Current,0
L1368,2025-02,2025-04,2,Current,0
L1368,2025-02,2025-05,3,Current,0
L1368,2025-02,2025-06,4,Current,0
L1368,2025-02,2025-07,5,Current,0
L1368,2025-02,2025-08,6,Current,0
L1368,2025-02,2025-09,7,Current,0
L1368,2025-02,2025-10,8,Current,0
L1368,2025-02,2025-11,9,Current,0
L1368,2025-02,2025-12,10,Current,0
L1368,2025-02,2026-01,11,Current,0
L1368,2025-02,2026-02,12,30 DPD,0
L1368,2025-02,2026-03,13,30 DPD,0
L1368,2025-02,2026-04,14,30 DPD,0
L1368,2025-02,2026-05,15,30 DPD,0
L1368,2025-02,2026-06,16,60 DPD,1
L1369,2025-02,2025-03,1,Current,0
L1369,2025-02,2025-04,2,Current,0
L1369,2025-02,2025-05,3,Current,0
L1369,2025-02,2025-06,4,Current,0
L1369,2025-02,2025-07,5,Current,0
L1369,2025-02,2025-08,6,Current,0
L1369,2025-02,2025-09,7,Current,0
L1369,2025-02,2025-10,8,Current,0
L1369,2025-02,2025-11,9,Current,0
L1369,2025-02,2025-12,10,Current,0
L1369,2025-02,2026-01,11,Current,0
L1369,2025-02,2026-02,12,Current,0
L1369,2025-02,2026-03,13,Current,0
L1370,2025-02,2025-03,1,Current,0
L1370,2025-02,2025-04,2,Current,0
L1370,2025-02,2025-05,3,Current,0
L1370,2025-02,2025-06,4,Current,0
L1370,2025-02,2025-07,5,Current,0
L1370,2025-02,2025-08,6,Current,0
L1370,2025-02,2025-09,7,Current,0
L1370,2025-02,2025-10,8,Current,0
L1370,2025-02,2025-11,9,Current,0
L1370,2025-02,2025-12,10,Current,0
L1370,2025-02,2026-01,11,Current,0
L1370,2025-02,2026-02,12,Current,0
L1370,2025-02,2026-03,13,Current,0
L1370,2025-02,2026-04,14,Current,0
L1370,2025-02,2026-05,15,Current,0
L1370,2025-02,2026-06,16,Current,0
L1371,2025-02,2025-03,1,Current,0
L1371,2025-02,2025-04,2,Current,0
L1371,2025-02,2025-05,3,Current,0
L1371,2025-02,2025-06,4,Current,0
L1371,2025-02,2025-07,5,Current,0
L1371,2025-02,2025-08,6,Current,0
L1371,2025-02,2025-09,7,Current,0
L1371,2025-02,2025-10,8,Current,0
L1371,2025-02,2025-11,9,Current,0
L1371,2025-02,2025-12,10,Current,0
L1371,2025-02,2026-01,11,Current,0
L1371,2025-02,2026-02,12,Current,0
L1371,2025-02,2026-03,13,Current,0
L1371,2025-02,2026-04,14,Current,0
L1371,2025-02,2026-05,15,30 DPD,0
L1371,2025-02,2026-06,16,30 DPD,0
L1372,2025-02,2025-03,1,Current,0
L1372,2025-02,2025-04,2,Current,0
L1372,2025-02,2025-05,3,Current,0
L1372,2025-02,2025-06,4,Current,0
L1372,2025-02,2025-07,5,Current,0
L1372,2025-02,2025-08,6,Current,0
L1372,2025-02,2025-09,7,Current,0
L1372,2025-02,2025-10,8,Current,0
L1372,2025-02,2025-11,9,Current,0
L1372,2025-02,2025-12,10,Current,0
L1372,2025-02,2026-01,11,Current,0
L1372,2025-02,2026-02,12,Current,0
L1372,2025-02,2026-03,13,Current,0
L1372,2025-02,2026-04,14,Current,0
L1372,2025-02,2026-05,15,Current,0
L1372,2025-02,2026-06,16,Current,0
L1373,2025-02,2025-03,1,Current,0
L1373,2025-02,2025-04,2,Current,0
L1373,2025-02,2025-05,3,Current,0
L1373,2025-02,2025-06,4,Current,0
L1373,2025-02,2025-07,5,Current,0
L1373,2025-02,2025-08,6,Current,0
L1373,2025-02,2025-09,7,Current,0
L1373,2025-02,2025-10,8,Current,0
L1373,2025-02,2025-11,9,Current,0
L1373,2025-02,2025-12,10,Current,0
L1373,2025-02,2026-01,11,Current,0
L1373,2025-02,2026-02,12,Current,0
L1373,2025-02,2026-03,13,Current,0
L1373,2025-02,2026-04,14,Current,0
L1373,2025-02,2026-05,15,Current,0
L1373,2025-02,2026-06,16,Current,0
L1374,2025-02,2025-03,1,Current,0
L1374,2025-02,2025-04,2,Current,0
L1374,2025-02,2025-05,3,Current,0
L1374,2025-02,2025-06,4,Current,0
L1374,2025-02,2025-07,5,Current,0
L1374,2025-02,2025-08,6,Current,0
L1374,2025-02,2025-09,7,Current,0
L1374,2025-02,2025-10,8,Current,0
L1374,2025-02,2025-11,9,Current,0
L1374,2025-02,2025-12,10,Current,0
L1374,2025-02,2026-01,11,30 DPD,0
L1374,2025-02,2026-02,12,30 DPD,0
L1374,2025-02,2026-03,13,60 DPD,1
L1374,2025-02,2026-04,14,60 DPD,1
L1374,2025-02,2026-05,15,60 DPD,1
L1374,2025-02,2026-06,16,60 DPD,1
L1375,2025-02,2025-03,1,Current,0
L1375,2025-02,2025-04,2,Current,0
L1375,2025-02,2025-05,3,30 DPD,0
L1375,2025-02,2025-06,4,30 DPD,0
L1375,2025-02,2025-07,5,30 DPD,0
L1375,2025-02,2025-08,6,Current,0
L1375,2025-02,2025-09,7,Current,0
L1375,2025-02,2025-10,8,Current,0
L1375,2025-02,2025-11,9,Current,0
L1375,2025-02,2025-12,10,Current,0
L1375,2025-02,2026-01,11,Current,0
L1375,2025-02,2026-02,12,Current,0
L1375,2025-02,2026-03,13,Current,0
L1375,2025-02,2026-04,14,30 DPD,0
L1375,2025-02,2026-05,15,60 DPD,1
L1375,2025-02,2026-06,16,Current,0
L1376,2025-02,2025-03,1,Current,0
L1376,2025-02,2025-04,2,Current,0
L1376,2025-02,2025-05,3,Current,0
L1376,2025-02,2025-06,4,Current,0
L1376,2025-02,2025-07,5,Current,0
L1376,2025-02,2025-08,6,Current,0
L1376,2025-02,2025-09,7,Current,0
L1376,2025-02,2025-10,8,Current,0
L1376,2025-02,2025-11,9,Current,0
L1376,2025-02,2025-12,10,Current,0
L1376,2025-02,2026-01,11,Current,0
L1376,2025-02,2026-02,12,Current,0
L1376,2025-02,2026-03,13,Current,0
L1377,2025-02,2025-03,1,Current,0
L1377,2025-02,2025-04,2,Current,0
L1377,2025-02,2025-05,3,Current,0
L1377,2025-02,2025-06,4,30 DPD,0
L1377,2025-02,2025-07,5,60 DPD,1
L1377,2025-02,2025-08,6,60 DPD,1
L1377,2025-02,2025-09,7,60 DPD,1
L1377,2025-02,2025-10,8,90 DPD,1
L1377,2025-02,2025-11,9,NPA,1
L1377,2025-02,2025-12,10,NPA,1
L1377,2025-02,2026-01,11,NPA,1
L1377,2025-02,2026-02,12,NPA,1
L1377,2025-02,2026-03,13,NPA,1
L1377,2025-02,2026-04,14,NPA,1
L1377,2025-02,2026-05,15,NPA,1
L1377,2025-02,2026-06,16,NPA,1
L1378,2025-02,2025-03,1,Current,0
L1378,2025-02,2025-04,2,Current,0
L1378,2025-02,2025-05,3,Current,0
L1378,2025-02,2025-06,4,Current,0
L1378,2025-02,2025-07,5,Current,0
L1378,2025-02,2025-08,6,Current,0
L1378,2025-02,2025-09,7,Current,0
L1378,2025-02,2025-10,8,Current,0
L1378,2025-02,2025-11,9,Current,0
L1378,2025-02,2025-12,10,Current,0
L1378,2025-02,2026-01,11,30 DPD,0
L1378,2025-02,2026-02,12,30 DPD,0
L1378,2025-02,2026-03,13,60 DPD,1
L1379,2025-02,2025-03,1,Current,0
L1379,2025-02,2025-04,2,Current,0
L1379,2025-02,2025-05,3,Current,0
L1379,2025-02,2025-06,4,30 DPD,0
L1379,2025-02,2025-07,5,30 DPD,0
L1379,2025-02,2025-08,6,60 DPD,1
L1379,2025-02,2025-09,7,60 DPD,1
L1379,2025-02,2025-10,8,60 DPD,1
L1379,2025-02,2025-11,9,60 DPD,1
L1379,2025-02,2025-12,10,Current,0
L1379,2025-02,2026-01,11,Current,0
L1379,2025-02,2026-02,12,Current,0
L1379,2025-02,2026-03,13,Current,0
L1380,2025-02,2025-03,1,Current,0
L1380,2025-02,2025-04,2,Current,0
L1380,2025-02,2025-05,3,Current,0
L1380,2025-02,2025-06,4,Current,0
L1380,2025-02,2025-07,5,Current,0
L1380,2025-02,2025-08,6,Current,0
L1380,2025-02,2025-09,7,Current,0
L1380,2025-02,2025-10,8,Current,0
L1380,2025-02,2025-11,9,Current,0
L1380,2025-02,2025-12,10,Current,0
L1380,2025-02,2026-01,11,Current,0
L1380,2025-02,2026-02,12,Current,0
L1380,2025-02,2026-03,13,Current,0
L1381,2025-02,2025-03,1,Current,0
L1381,2025-02,2025-04,2,Current,0
L1381,2025-02,2025-05,3,Current,0
L1381,2025-02,2025-06,4,Current,0
L1381,2025-02,2025-07,5,Current,0
L1381,2025-02,2025-08,6,Current,0
L1381,2025-02,2025-09,7,Current,0
L1381,2025-02,2025-10,8,Current,0
L1381,2025-02,2025-11,9,Current,0
L1381,2025-02,2025-12,10,Current,0
L1381,2025-02,2026-01,11,Current,0
L1381,2025-02,2026-02,12,Current,0
L1381,2025-02,2026-03,13,Current,0
L1381,2025-02,2026-04,14,Current,0
L1381,2025-02,2026-05,15,Current,0
L1381,2025-02,2026-06,16,Current,0
L1382,2025-02,2025-03,1,Current,0
L1382,2025-02,2025-04,2,Current,0
L1382,2025-02,2025-05,3,30 DPD,0
L1382,2025-02,2025-06,4,Current,0
L1382,2025-02,2025-07,5,Current,0
L1382,2025-02,2025-08,6,Current,0
L1382,2025-02,2025-09,7,Current,0
L1382,2025-02,2025-10,8,Current,0
L1382,2025-02,2025-11,9,Current,0
L1382,2025-02,2025-12,10,Current,0
L1382,2025-02,2026-01,11,Current,0
L1382,2025-02,2026-02,12,Current,0
L1382,2025-02,2026-03,13,Current,0
L1382,2025-02,2026-04,14,Current,0
L1382,2025-02,2026-05,15,Current,0
L1382,2025-02,2026-06,16,Current,0
L1383,2025-02,2025-03,1,Current,0
L1383,2025-02,2025-04,2,Current,0
L1383,2025-02,2025-05,3,Current,0
L1383,2025-02,2025-06,4,Current,0
L1383,2025-02,2025-07,5,Current,0
L1383,2025-02,2025-08,6,Current,0
L1383,2025-02,2025-09,7,Current,0
L1383,2025-02,2025-10,8,Current,0
L1383,2025-02,2025-11,9,Current,0
L1383,2025-02,2025-12,10,Current,0
L1383,2025-02,2026-01,11,Current,0
L1383,2025-02,2026-02,12,Current,0
L1383,2025-02,2026-03,13,Current,0
L1384,2025-02,2025-03,1,Current,0
L1384,2025-02,2025-04,2,Current,0
L1384,2025-02,2025-05,3,Current,0
L1384,2025-02,2025-06,4,Current,0
L1384,2025-02,2025-07,5,Current,0
L1384,2025-02,2025-08,6,Current,0
L1384,2025-02,2025-09,7,Current,0
L1384,2025-02,2025-10,8,Current,0
L1384,2025-02,2025-11,9,Current,0
L1384,2025-02,2025-12,10,Current,0
L1384,2025-02,2026-01,11,Current,0
L1384,2025-02,2026-02,12,Current,0
L1384,2025-02,2026-03,13,Current,0
L1385,2025-02,2025-03,1,Current,0
L1385,2025-02,2025-04,2,Current,0
L1385,2025-02,2025-05,3,Current,0
L1385,2025-02,2025-06,4,Current,0
L1385,2025-02,2025-07,5,Current,0
L1385,2025-02,2025-08,6,Current,0
L1385,2025-02,2025-09,7,Current,0
L1385,2025-02,2025-10,8,Current,0
L1385,2025-02,2025-11,9,Current,0
L1385,2025-02,2025-12,10,Current,0
L1385,2025-02,2026-01,11,Current,0
L1385,2025-02,2026-02,12,Current,0
L1385,2025-02,2026-03,13,Current,0
L1386,2025-02,2025-03,1,Current,0
L1386,2025-02,2025-04,2,Current,0
L1386,2025-02,2025-05,3,Current,0
L1386,2025-02,2025-06,4,Current,0
L1386,2025-02,2025-07,5,Current,0
L1386,2025-02,2025-08,6,Current,0
L1386,2025-02,2025-09,7,Current,0
L1386,2025-02,2025-10,8,Current,0
L1386,2025-02,2025-11,9,Current,0
L1386,2025-02,2025-12,10,Current,0
L1386,2025-02,2026-01,11,Current,0
L1386,2025-02,2026-02,12,Current,0
L1386,2025-02,2026-03,13,Current,0
L1387,2025-02,2025-03,1,Current,0
L1387,2025-02,2025-04,2,Current,0
L1387,2025-02,2025-05,3,Current,0
L1387,2025-02,2025-06,4,Current,0
L1387,2025-02,2025-07,5,Current,0
L1387,2025-02,2025-08,6,Current,0
L1387,2025-02,2025-09,7,Current,0
L1387,2025-02,2025-10,8,Current,0
L1387,2025-02,2025-11,9,Current,0
L1387,2025-02,2025-12,10,Current,0
L1387,2025-02,2026-01,11,Current,0
L1387,2025-02,2026-02,12,Current,0
L1387,2025-02,2026-03,13,Current,0
L1388,2025-02,2025-03,1,Current,0
L1388,2025-02,2025-04,2,Current,0
L1388,2025-02,2025-05,3,Current,0
L1388,2025-02,2025-06,4,Current,0
L1388,2025-02,2025-07,5,Current,0
L1388,2025-02,2025-08,6,Current,0
L1388,2025-02,2025-09,7,Current,0
L1388,2025-02,2025-10,8,Current,0
L1388,2025-02,2025-11,9,Current,0
L1388,2025-02,2025-12,10,Current,0
L1388,2025-02,2026-01,11,Current,0
L1388,2025-02,2026-02,12,Current,0
L1388,2025-02,2026-03,13,Current,0
L1388,2025-02,2026-04,14,Current,0
L1388,2025-02,2026-05,15,Current,0
L1388,2025-02,2026-06,16,Current,0
L1389,2025-02,2025-03,1,Current,0
L1389,2025-02,2025-04,2,Current,0
L1389,2025-02,2025-05,3,Current,0
L1389,2025-02,2025-06,4,Current,0
L1389,2025-02,2025-07,5,Current,0
L1389,2025-02,2025-08,6,Current,0
L1389,2025-02,2025-09,7,Current,0
L1389,2025-02,2025-10,8,Current,0
L1389,2025-02,2025-11,9,Current,0
L1389,2025-02,2025-12,10,Current,0
L1389,2025-02,2026-01,11,Current,0
L1389,2025-02,2026-02,12,Current,0
L1389,2025-02,2026-03,13,Current,0
L1390,2025-02,2025-03,1,Current,0
L1390,2025-02,2025-04,2,Current,0
L1390,2025-02,2025-05,3,Current,0
L1390,2025-02,2025-06,4,Current,0
L1390,2025-02,2025-07,5,Current,0
L1390,2025-02,2025-08,6,Current,0
L1390,2025-02,2025-09,7,Current,0
L1390,2025-02,2025-10,8,Current,0
L1390,2025-02,2025-11,9,Current,0
L1390,2025-02,2025-12,10,Current,0
L1390,2025-02,2026-01,11,Current,0
L1390,2025-02,2026-02,12,Current,0
L1390,2025-02,2026-03,13,Current,0
L1390,2025-02,2026-04,14,Current,0
L1390,2025-02,2026-05,15,Current,0
L1390,2025-02,2026-06,16,Current,0
L1391,2025-02,2025-03,1,Current,0
L1391,2025-02,2025-04,2,Current,0
L1391,2025-02,2025-05,3,Current,0
L1391,2025-02,2025-06,4,Current,0
L1391,2025-02,2025-07,5,Current,0
L1391,2025-02,2025-08,6,Current,0
L1391,2025-02,2025-09,7,Current,0
L1391,2025-02,2025-10,8,Current,0
L1391,2025-02,2025-11,9,Current,0
L1391,2025-02,2025-12,10,Current,0
L1391,2025-02,2026-01,11,Current,0
L1391,2025-02,2026-02,12,Current,0
L1391,2025-02,2026-03,13,Current,0
L1392,2025-02,2025-03,1,Current,0
L1392,2025-02,2025-04,2,Current,0
L1392,2025-02,2025-05,3,Current,0
L1392,2025-02,2025-06,4,Current,0
L1392,2025-02,2025-07,5,Current,0
L1392,2025-02,2025-08,6,Current,0
L1392,2025-02,2025-09,7,Current,0
L1392,2025-02,2025-10,8,Current,0
L1392,2025-02,2025-11,9,Current,0
L1392,2025-02,2025-12,10,Current,0
L1392,2025-02,2026-01,11,Current,0
L1392,2025-02,2026-02,12,Current,0
L1392,2025-02,2026-03,13,Current,0
L1393,2025-02,2025-03,1,Current,0
L1393,2025-02,2025-04,2,Current,0
L1393,2025-02,2025-05,3,Current,0
L1393,2025-02,2025-06,4,Current,0
L1393,2025-02,2025-07,5,Current,0
L1393,2025-02,2025-08,6,Current,0
L1393,2025-02,2025-09,7,Current,0
L1393,2025-02,2025-10,8,Current,0
L1393,2025-02,2025-11,9,Current,0
L1393,2025-02,2025-12,10,Current,0
L1393,2025-02,2026-01,11,Current,0
L1393,2025-02,2026-02,12,Current,0
L1393,2025-02,2026-03,13,Current,0
L1393,2025-02,2026-04,14,Current,0
L1393,2025-02,2026-05,15,Current,0
L1393,2025-02,2026-06,16,Current,0
L1394,2025-02,2025-03,1,Current,0
L1394,2025-02,2025-04,2,Current,0
L1394,2025-02,2025-05,3,Current,0
L1394,2025-02,2025-06,4,Current,0
L1394,2025-02,2025-07,5,Current,0
L1394,2025-02,2025-08,6,Current,0
L1394,2025-02,2025-09,7,Current,0
L1394,2025-02,2025-10,8,Current,0
L1394,2025-02,2025-11,9,Current,0
L1394,2025-02,2025-12,10,Current,0
L1394,2025-02,2026-01,11,Current,0
L1394,2025-02,2026-02,12,Current,0
L1394,2025-02,2026-03,13,Current,0
L1394,2025-02,2026-04,14,Current,0
L1394,2025-02,2026-05,15,Current,0
L1394,2025-02,2026-06,16,Current,0
L1395,2025-02,2025-03,1,Current,0
L1395,2025-02,2025-04,2,Current,0
L1395,2025-02,2025-05,3,Current,0
L1395,2025-02,2025-06,4,Current,0
L1395,2025-02,2025-07,5,Current,0
L1395,2025-02,2025-08,6,Current,0
L1395,2025-02,2025-09,7,Current,0
L1395,2025-02,2025-10,8,Current,0
L1395,2025-02,2025-11,9,Current,0
L1395,2025-02,2025-12,10,Current,0
L1395,2025-02,2026-01,11,Current,0
L1395,2025-02,2026-02,12,Current,0
L1395,2025-02,2026-03,13,Current,0
L1395,2025-02,2026-04,14,Current,0
L1395,2025-02,2026-05,15,Current,0
L1395,2025-02,2026-06,16,Current,0
L1396,2025-02,2025-03,1,Current,0
L1396,2025-02,2025-04,2,Current,0
L1396,2025-02,2025-05,3,Current,0
L1396,2025-02,2025-06,4,Current,0
L1396,2025-02,2025-07,5,Current,0
L1396,2025-02,2025-08,6,Current,0
L1396,2025-02,2025-09,7,Current,0
L1396,2025-02,2025-10,8,Current,0
L1396,2025-02,2025-11,9,Current,0
L1396,2025-02,2025-12,10,Current,0
L1396,2025-02,2026-01,11,Current,0
L1396,2025-02,2026-02,12,Current,0
L1396,2025-02,2026-03,13,Current,0
L1396,2025-02,2026-04,14,Current,0
L1396,2025-02,2026-05,15,30 DPD,0
L1396,2025-02,2026-06,16,Current,0
L1397,2025-02,2025-03,1,Current,0
L1397,2025-02,2025-04,2,Current,0
L1397,2025-02,2025-05,3,30 DPD,0
L1397,2025-02,2025-06,4,60 DPD,1
L1397,2025-02,2025-07,5,60 DPD,1
L1397,2025-02,2025-08,6,Current,0
L1397,2025-02,2025-09,7,Current,0
L1397,2025-02,2025-10,8,Current,0
L1397,2025-02,2025-11,9,Current,0
L1397,2025-02,2025-12,10,Current,0
L1397,2025-02,2026-01,11,Current,0
L1397,2025-02,2026-02,12,Current,0
L1397,2025-02,2026-03,13,Current,0
L1397,2025-02,2026-04,14,Current,0
L1397,2025-02,2026-05,15,Current,0
L1397,2025-02,2026-06,16,Current,0
L1398,2025-02,2025-03,1,Current,0
L1398,2025-02,2025-04,2,Current,0
L1398,2025-02,2025-05,3,Current,0
L1398,2025-02,2025-06,4,Current,0
L1398,2025-02,2025-07,5,Current,0
L1398,2025-02,2025-08,6,Current,0
L1398,2025-02,2025-09,7,Current,0
L1398,2025-02,2025-10,8,Current,0
L1398,2025-02,2025-11,9,Current,0
L1398,2025-02,2025-12,10,Current,0
L1398,2025-02,2026-01,11,Current,0
L1398,2025-02,2026-02,12,Current,0
L1398,2025-02,2026-03,13,Current,0
L1399,2025-02,2025-03,1,Current,0
L1399,2025-02,2025-04,2,Current,0
L1399,2025-02,2025-05,3,Current,0
L1399,2025-02,2025-06,4,Current,0
L1399,2025-02,2025-07,5,Current,0
L1399,2025-02,2025-08,6,Current,0
L1399,2025-02,2025-09,7,Current,0
L1399,2025-02,2025-10,8,Current,0
L1399,2025-02,2025-11,9,Current,0
L1399,2025-02,2025-12,10,Current,0
L1399,2025-02,2026-01,11,Current,0
L1399,2025-02,2026-02,12,Current,0
L1399,2025-02,2026-03,13,Current,0
L1400,2025-02,2025-03,1,Current,0
L1400,2025-02,2025-04,2,Current,0
L1400,2025-02,2025-05,3,Current,0
L1400,2025-02,2025-06,4,Current,0
L1400,2025-02,2025-07,5,Current,0
L1400,2025-02,2025-08,6,Current,0
L1400,2025-02,2025-09,7,Current,0
L1400,2025-02,2025-10,8,Current,0
L1400,2025-02,2025-11,9,Current,0
L1400,2025-02,2025-12,10,Current,0
L1400,2025-02,2026-01,11,Current,0
L1400,2025-02,2026-02,12,Current,0
L1400,2025-02,2026-03,13,Current,0
L1400,2025-02,2026-04,14,Current,0
L1400,2025-02,2026-05,15,Current,0
L1400,2025-02,2026-06,16,Current,0
L1401,2025-02,2025-03,1,Current,0
L1401,2025-02,2025-04,2,Current,0
L1401,2025-02,2025-05,3,Current,0
L1401,2025-02,2025-06,4,Current,0
L1401,2025-02,2025-07,5,Current,0
L1401,2025-02,2025-08,6,Current,0
L1401,2025-02,2025-09,7,Current,0
L1401,2025-02,2025-10,8,Current,0
L1401,2025-02,2025-11,9,Current,0
L1401,2025-02,2025-12,10,Current,0
L1401,2025-02,2026-01,11,Current,0
L1401,2025-02,2026-02,12,Current,0
