loan_id,disbursal_month,disbursal_date,segment,city_tier,loan_amount,tenure_months,interest_rate,bureau_risk_score,is_bad_vintage
L1817,2025-04,2025-04-01,Salaried,Tier 1,48126,24,13.62,733,False
L1818,2025-04,2025-04-01,Salaried,Tier 1,43797,12,11.56,702,False
L1819,2025-04,2025-04-01,Salaried,Tier 1,104187,12,17.49,660,False
L1820,2025-04,2025-04-01,Salaried,Tier 2,79910,12,17.32,540,False
L1821,2025-04,2025-04-01,Salaried,Tier 1,57078,12,12.71,547,False
L1822,2025-04,2025-04-01,Salaried,Tier 2,140147,48,12.02,838,False
L1823,2025-04,2025-04-01,Salaried,Tier 2,112317,48,16.62,605,False
L1824,2025-04,2025-04-01,Self-Employed,Tier 1,123253,36,15.19,717,False
L1825,2025-04,2025-04-01,Self-Employed,Tier 2,110785,36,19.11,732,False
L1826,2025-04,2025-04-01,Self-Employed,Tier 3,40087,48,19.95,774,False
L1827,2025-04,2025-04-01,Self-Employed,Tier 1,86267,48,15.57,628,False
L1828,2025-04,2025-04-01,Salaried,Tier 2,78337,36,19.37,891,False
L1829,2025-04,2025-04-01,Salaried,Tier 1,120284,12,15.5,603,False
L1830,2025-04,2025-04-01,Salaried,Tier 2,137913,48,16.49,547,False
L1831,2025-04,2025-04-01,Self-Employed,Tier 2,59585,24,18.5,756,False
L1832,2025-04,2025-04-01,Salaried,Tier 1,48511,12,20.31,573,False
L1833,2025-04,2025-04-01,Salaried,Tier 1,110145,48,18.86,817,False
L1834,2025-04,2025-04-01,Self-Employed,Tier 1,102065,24,12.22,664,False
L1835,2025-04,2025-04-01,Self-Employed,Tier 1,120240,24,14.92,630,False
L1836,2025-04,2025-04-01,Salaried,Tier 2,49418,12,12.43,714,False
L1837,2025-04,2025-04-01,Self-Employed,Tier 3,81600,24,19.27,564,False
L1838,2025-04,2025-04-01,Self-Employed,Tier 1,77038,24,11.94,614,False
L1839,2025-04,2025-04-01,Salaried,Tier 2,102315,36,14.72,759,False
L1840,2025-04,2025-04-01,Salaried,Tier 2,129428,12,12.77,691,False
L1841,2025-04,2025-04-01,Salaried,Tier 2,150458,12,18.93,796,False
L1842,2025-04,2025-04-01,Self-Employed,Tier 3,60024,48,19.5,699,False
L1843,2025-04,2025-04-01,Salaried,Tier 1,123487,36,14.11,815,False
L1844,2025-04,2025-04-01,Salaried,Tier 1,102454,12,19.95,620,False
L1845,2025-04,2025-04-01,Salaried,Tier 1,147703,24,19.37,610,False
L1846,2025-04,2025-04-01,Self-Employed,Tier 1,44552,24,19.24,607,False
L1847,2025-04,2025-04-01,Salaried,Tier 2,107905,24,12.02,659,False
L1848,2025-04,2025-04-01,Self-Employed,Tier 1,125440,12,16.94,572,False
L1849,2025-04,2025-04-01,Salaried,Tier 1,15000,48,19.38,623,False
L1850,2025-04,2025-04-01,Salaried,Tier 3,80340,12,19.57,634,False
L1851,2025-04,2025-04-01,Salaried,Tier 2,125326,24,12.56,660,False
L1852,2025-04,2025-04-01,Salaried,Tier 2,78406,24,14.99,761,False
L1853,2025-04,2025-04-01,Salaried,Tier 1,66565,48,21.93,656,False
L1854,2025-04,2025-04-01,Self-Employed,Tier 2,35200,12,14.49,692,False
L1855,2025-04,2025-04-01,Self-Employed,Tier 2,138629,24,13.28,669,False
L1856,2025-04,2025-04-01,Salaried,Tier 1,52924,24,14.12,695,False
L1857,2025-04,2025-04-01,Salaried,Tier 3,111021,48,21.02,900,False
L1858,2025-04,2025-04-01,Self-Employed,Tier 2,102710,36,18.67,750,False
L1859,2025-04,2025-04-01,Self-Employed,Tier 2,96624,48,19.92,589,False
L1860,2025-04,2025-04-01,Salaried,Tier 2,108391,12,12.88,602,False
L1861,2025-04,2025-04-01,Salaried,Tier 1,95679,48,14.63,706,False
L1862,2025-04,2025-04-01,Self-Employed,Tier 1,52939,48,17.97,631,False
L1863,2025-04,2025-04-01,Salaried,Tier 1,54801,36,20.4,670,False
L1864,2025-04,2025-04-01,Salaried,Tier 3,101953,24,11.86,719,False
L1865,2025-04,2025-04-01,Salaried,Tier 3,115787,24,18.02,687,False
L1866,2025-04,2025-04-01,Salaried,Tier 3,83045,12,18.6,560,False
L1867,2025-04,2025-04-01,Salaried,Tier 3,62659,48,18.09,570,False
L1868,2025-04,2025-04-01,Self-Employed,Tier 3,64108,24,14.47,533,False
L1869,2025-04,2025-04-01,Salaried,Tier 3,130532,12,15.75,759,False
L1870,2025-04,2025-04-01,Salaried,Tier 2,119517,36,21.45,715,False
L1871,2025-04,2025-04-01,Salaried,Tier 1,72355,12,12.9,807,False
L1872,2025-04,2025-04-01,Salaried,Tier 1,63526,48,15.23,551,False
L1873,2025-04,2025-04-01,Salaried,Tier 1,118733,36,11.67,698,False
L1874,2025-04,2025-04-01,Salaried,Tier 2,83814,48,16.8,643,False
L1875,2025-04,2025-04-01,Salaried,Tier 2,81545,36,19.38,688,False
L1876,2025-04,2025-04-01,Salaried,Tier 2,86799,24,17.61,783,False
L1877,2025-04,2025-04-01,Self-Employed,Tier 3,44432,48,16.49,443,False
L1878,2025-04,2025-04-01,Self-Employed,Tier 2,61474,12,15.88,663,False
L1879,2025-04,2025-04-01,Self-Employed,Tier 1,96692,36,20.14,793,False
L1880,2025-04,2025-04-01,Salaried,Tier 1,127335,36,14.7,680,False
L1881,2025-05,2025-05-01,Salaried,Tier 1,119591,12,13.61,615,False
L1882,2025-05,2025-05-01,Salaried,Tier 1,124248,36,21.88,640,False
L1883,2025-05,2025-05-01,Salaried,Tier 1,87033,24,15.19,767,False
L1884,2025-05,2025-05-01,Self-Employed,Tier 2,128358,12,11.73,738,False
L1885,2025-05,2025-05-01,Self-Employed,Tier 1,160472,24,16.3,615,False
L1886,2025-05,2025-05-01,Salaried,Tier 2,97557,24,16.04,599,False
L1887,2025-05,2025-05-01,Salaried,Tier 2,116797,12,19.74,657,False
L1888,2025-05,2025-05-01,Salaried,Tier 3,91995,12,21.57,623,False
L1889,2025-05,2025-05-01,Salaried,Tier 2,60433,48,18.94,592,False
L1890,2025-05,2025-05-01,Salaried,Tier 3,58609,12,16.12,486,False
L1891,2025-05,2025-05-01,Salaried,Tier 1,72576,12,16.46,656,False
L1892,2025-05,2025-05-01,Self-Employed,Tier 1,65977,12,11.56,566,False
L1893,2025-05,2025-05-01,Self-Employed,Tier 3,91364,12,11.75,730,False
L1894,2025-05,2025-05-01,Salaried,Tier 2,66211,24,14.52,741,False
L1895,2025-05,2025-05-01,Salaried,Tier 2,54719,24,12.86,649,False
L1896,2025-05,2025-05-01,Salaried,Tier 3,87708,48,18.8,666,False
L1897,2025-05,2025-05-01,Salaried,Tier 3,42873,48,20.08,802,False
L1898,2025-05,2025-05-01,Salaried,Tier 3,88128,36,17.55,664,False
L1899,2025-05,2025-05-01,Salaried,Tier 3,67214,12,13.98,615,False
L1900,2025-05,2025-05-01,Salaried,Tier 1,91630,48,21.65,559,False
L1901,2025-05,2025-05-01,Salaried,Tier 3,96286,48,16.23,581,False
L1902,2025-05,2025-05-01,Self-Employed,Tier 2,60634,36,15.64,653,False
L1903,2025-05,2025-05-01,Self-Employed,Tier 1,67489,48,20.29,567,False
L1904,2025-05,2025-05-01,Salaried,Tier 3,79870,36,14.37,648,False
L1905,2025-05,2025-05-01,Self-Employed,Tier 1,86035,12,19.35,632,False
L1906,2025-05,2025-05-01,Salaried,Tier 3,92553,24,16.17,823,False
L1907,2025-05,2025-05-01,Salaried,Tier 3,113370,36,20.42,580,False
L1908,2025-05,2025-05-01,Salaried,Tier 2,89879,12,19.27,657,False
L1909,2025-05,2025-05-01,Salaried,Tier 3,45478,24,18.61,661,False
L1910,2025-05,2025-05-01,Salaried,Tier 1,44446,12,17.22,671,False
L1911,2025-05,2025-05-01,Salaried,Tier 1,67640,12,19.09,618,False
L1912,2025-05,2025-05-01,Salaried,Tier 2,83268,48,14.04,771,False
L1913,2025-05,2025-05-01,Salaried,Tier 1,91330,48,12.46,522,False
L1914,2025-05,2025-05-01,Self-Employed,Tier 1,57195,12,12.14,724,False
L1915,2025-05,2025-05-01,Self-Employed,Tier 1,38364,36,20.6,597,False
L1916,2025-05,2025-05-01,Salaried,Tier 1,97818,48,19.13,706,False
L1917,2025-05,2025-05-01,Self-Employed,Tier 3,110440,48,17.08,576,False
L1918,2025-05,2025-05-01,Salaried,Tier 1,144420,36,16.48,517,False
L1919,2025-05,2025-05-01,Salaried,Tier 2,95106,24,19.0,765,False
L1920,2025-05,2025-05-01,Salaried,Tier 1,35742,24,13.41,639,False
L1921,2025-05,2025-05-01,Salaried,Tier 1,82527,36,14.63,529,False
L1922,2025-05,2025-05-01,Salaried,Tier 1,117782,24,19.98,545,False
L1923,2025-05,2025-05-01,Self-Employed,Tier 1,121053,12,19.53,720,False
L1924,2025-05,2025-05-01,Salaried,Tier 3,111480,24,12.36,630,False
L1925,2025-05,2025-05-01,Salaried,Tier 1,57236,48,21.99,692,False
L1926,2025-05,2025-05-01,Salaried,Tier 1,79363,24,17.05,900,False
L1927,2025-05,2025-05-01,Salaried,Tier 1,116663,12,19.29,712,False
L1928,2025-05,2025-05-01,Self-Employed,Tier 1,51346,36,12.92,730,False
L1929,2025-05,2025-05-01,Salaried,Tier 1,94375,36,16.27,732,False
L1930,2025-05,2025-05-01,Salaried,Tier 2,82851,24,14.27,568,False
L1931,2025-05,2025-05-01,Salaried,Tier 3,112900,36,15.15,726,False
L1932,2025-05,2025-05-01,Salaried,Tier 1,112569,36,12.85,712,False
L1933,2025-05,2025-05-01,Self-Employed,Tier 3,86244,36,13.73,756,False
L1934,2025-05,2025-05-01,Salaried,Tier 1,126106,12,15.98,710,False
L1935,2025-05,2025-05-01,Salaried,Tier 3,48312,24,21.28,773,False
L1936,2025-05,2025-05-01,Salaried,Tier 3,107204,24,19.01,745,False
L1937,2025-05,2025-05-01,Salaried,Tier 1,100511,12,11.63,604,False
L1938,2025-05,2025-05-01,Salaried,Tier 2,123007,36,20.12,678,False
L1939,2025-05,2025-05-01,Salaried,Tier 1,99325,48,15.01,537,False
L1940,2025-05,2025-05-01,Salaried,Tier 2,163926,24,15.1,709,False
L1941,2025-05,2025-05-01,Salaried,Tier 1,104422,48,20.63,814,False
L1942,2025-05,2025-05-01,Salaried,Tier 1,86080,12,11.68,730,False
L1943,2025-05,2025-05-01,Salaried,Tier 2,73846,12,14.48,769,False
L1944,2025-05,2025-05-01,Self-Employed,Tier 3,41061,48,17.6,643,False
L1945,2025-05,2025-05-01,Self-Employed,Tier 2,72599,36,18.79,575,False
L1946,2025-05,2025-05-01,Salaried,Tier 2,69218,24,13.43,697,False
L1947,2025-05,2025-05-01,Salaried,Tier 3,146016,24,12.24,791,False
L1948,2025-05,2025-05-01,Self-Employed,Tier 3,89008,48,14.5,865,False
L1949,2025-05,2025-05-01,Self-Employed,Tier 1,54164,24,19.63,705,False
L1950,2025-05,2025-05-01,Salaried,Tier 2,89309,48,13.01,622,False
L1951,2025-05,2025-05-01,Self-Employed,Tier 2,52904,48,17.53,740,False
L1952,2025-05,2025-05-01,Salaried,Tier 3,116447,12,15.76,678,False
L1953,2025-05,2025-05-01,Self-Employed,Tier 1,61236,36,20.25,558,False
L1954,2025-05,2025-05-01,Salaried,Tier 1,83507,48,18.39,704,False
L1955,2025-05,2025-05-01,Self-Employed,Tier 1,88523,48,13.5,724,False
L1956,2025-05,2025-05-01,Salaried,Tier 2,115034,48,15.94,514,False
L1957,2025-05,2025-05-01,Self-Employed,Tier 1,100450,48,20.32,599,False
L1958,2025-05,2025-05-01,Salaried,Tier 1,71121,48,18.39,635,False
L1959,2025-05,2025-05-01,Salaried,Tier 2,121016,36,12.58,812,False
L1960,2025-05,2025-05-01,Salaried,Tier 1,55561,36,21.91,683,False
L1961,2025-05,2025-05-01,Salaried,Tier 2,112273,36,13.85,622,False
L1962,2025-05,2025-05-01,Self-Employed,Tier 3,71649,24,16.1,415,False
L1963,2025-05,2025-05-01,Salaried,Tier 2,93965,12,18.05,669,False
L1964,2025-05,2025-05-01,Salaried,Tier 3,76558,24,19.05,589,False
L1965,2025-05,2025-05-01,Salaried,Tier 1,59831,48,20.93,712,False
L1966,2025-05,2025-05-01,Self-Employed,Tier 3,84973,24,11.68,697,False
L1967,2025-05,2025-05-01,Self-Employed,Tier 1,69409,24,18.63,604,False
L1968,2025-05,2025-05-01,Salaried,Tier 1,108637,12,21.76,795,False
L1969,2025-05,2025-05-01,Self-Employed,Tier 1,72107,48,19.71,653,False
L1970,2025-05,2025-05-01,Salaried,Tier 1,83984,36,18.11,606,False
L1971,2025-05,2025-05-01,Salaried,Tier 1,79839,12,18.41,664,False
L1972,2025-05,2025-05-01,Self-Employed,Tier 2,65927,12,16.18,584,False
L1973,2025-05,2025-05-01,Self-Employed,Tier 2,76210,12,16.75,582,False
L1974,2025-05,2025-05-01,Salaried,Tier 2,118932,24,19.86,712,False
L1975,2025-05,2025-05-01,Salaried,Tier 3,141896,36,21.06,547,False
L1976,2025-05,2025-05-01,Salaried,Tier 2,92133,12,13.98,659,False
L1977,2025-05,2025-05-01,Salaried,Tier 2,92035,12,21.57,498,False
L1978,2025-05,2025-05-01,Salaried,Tier 2,53217,48,13.01,795,False
L1979,2025-05,2025-05-01,Salaried,Tier 1,54863,48,13.6,884,False
L1980,2025-05,2025-05-01,Self-Employed,Tier 2,55347,48,13.99,642,False
L1981,2025-05,2025-05-01,Self-Employed,Tier 3,43651,12,11.81,631,False
L1982,2025-05,2025-05-01,Salaried,Tier 1,81368,24,15.27,691,False
L1983,2025-05,2025-05-01,Self-Employed,Tier 2,173066,12,20.62,626,False
L1984,2025-05,2025-05-01,Self-Employed,Tier 1,137416,48,13.52,741,False
L1985,2025-05,2025-05-01,Salaried,Tier 1,82541,24,16.61,736,False
L1986,2025-05,2025-05-01,Self-Employed,Tier 2,86944,48,12.54,764,False
L1987,2025-05,2025-05-01,Self-Employed,Tier 1,69258,36,16.42,741,False
L1988,2025-05,2025-05-01,Self-Employed,Tier 3,80294,36,18.5,672,False
L1989,2025-05,2025-05-01,Salaried,Tier 2,104407,36,14.54,585,False
L1990,2025-05,2025-05-01,Salaried,Tier 3,90650,12,14.11,594,False
L1991,2025-05,2025-05-01,Self-Employed,Tier 1,116926,24,20.38,781,False
L1992,2025-05,2025-05-01,Self-Employed,Tier 1,66000,48,15.09,655,False
L1993,2025-05,2025-05-01,Salaried,Tier 1,118539,24,21.79,727,False
L1994,2025-05,2025-05-01,Self-Employed,Tier 2,113663,24,19.58,703,False
L1995,2025-05,2025-05-01,Self-Employed,Tier 1,86308,48,11.89,732,False
L1996,2025-05,2025-05-01,Salaried,Tier 2,57621,36,20.17,795,False
L1997,2025-05,2025-05-01,Self-Employed,Tier 1,102289,12,21.38,712,False
L1998,2025-05,2025-05-01,Salaried,Tier 2,101440,36,18.27,670,False
L1999,2025-05,2025-05-01,Salaried,Tier 3,91128,36,12.02,655,False
L2000,2025-05,2025-05-01,Salaried,Tier 1,115682,48,18.69,731,False
L2001,2025-05,2025-05-01,Salaried,Tier 2,54331,12,17.13,675,False
L2002,2025-05,2025-05-01,Self-Employed,Tier 1,67431,36,16.94,697,False
L2003,2025-05,2025-05-01,Salaried,Tier 2,113050,36,18.03,623,False
L2004,2025-05,2025-05-01,Self-Employed,Tier 1,108793,48,17.24,716,False
L2005,2025-05,2025-05-01,Salaried,Tier 1,123118,36,21.61,656,False
L2006,2025-05,2025-05-01,Self-Employed,Tier 2,86988,48,19.06,607,False
L2007,2025-05,2025-05-01,Salaried,Tier 2,125527,48,12.51,626,False
L2008,2025-05,2025-05-01,Salaried,Tier 1,111286,24,20.6,735,False
L2009,2025-05,2025-05-01,Salaried,Tier 1,54508,24,16.26,657,False
L2010,2025-05,2025-05-01,Self-Employed,Tier 2,23574,24,17.12,643,False
L2011,2025-05,2025-05-01,Salaried,Tier 3,15000,36,15.06,606,False
L2012,2025-05,2025-05-01,Salaried,Tier 2,110394,24,17.51,692,False
L2013,2025-05,2025-05-01,Salaried,Tier 2,27290,48,21.77,664,False
L2014,2025-05,2025-05-01,Self-Employed,Tier 1,72389,24,14.72,724,False
L2015,2025-05,2025-05-01,Salaried,Tier 1,154486,48,14.63,845,False
L2016,2025-05,2025-05-01,Self-Employed,Tier 1,65003,24,16.31,627,False
L2017,2025-05,2025-05-01,Self-Employed,Tier 1,132819,12,19.09,642,False
L2018,2025-05,2025-05-01,Self-Employed,Tier 3,58013,12,13.58,894,False
L2019,2025-05,2025-05-01,Self-Employed,Tier 1,61808,36,14.46,784,False
L2020,2025-05,2025-05-01,Salaried,Tier 2,75977,48,21.41,650,False
L2021,2025-05,2025-05-01,Self-Employed,Tier 1,92535,24,21.1,751,False
L2022,2025-05,2025-05-01,Salaried,Tier 2,47199,48,11.54,692,False
L2023,2025-05,2025-05-01,Self-Employed,Tier 3,91516,36,12.71,814,False
L2024,2025-05,2025-05-01,Salaried,Tier 2,98547,36,12.31,659,False
L2025,2025-05,2025-05-01,Salaried,Tier 1,110567,36,20.42,667,False
L2026,2025-05,2025-05-01,Salaried,Tier 2,99641,24,16.88,636,False
L2027,2025-05,2025-05-01,Salaried,Tier 2,93308,48,13.32,735,False
L2028,2025-05,2025-05-01,Self-Employed,Tier 2,59029,24,19.09,736,False
L2029,2025-05,2025-05-01,Salaried,Tier 3,75726,24,19.16,605,False
L2030,2025-05,2025-05-01,Self-Employed,Tier 1,47644,36,12.09,658,False
L2031,2025-05,2025-05-01,Salaried,Tier 1,73972,36,13.18,693,False
L2032,2025-05,2025-05-01,Self-Employed,Tier 1,95536,24,14.85,768,False
L2033,2025-05,2025-05-01,Salaried,Tier 1,69558,24,14.2,767,False
L2034,2025-05,2025-05-01,Salaried,Tier 1,91606,24,12.45,767,False
L2035,2025-05,2025-05-01,Self-Employed,Tier 1,59609,48,18.66,528,False
L2036,2025-05,2025-05-01,Self-Employed,Tier 2,81029,48,15.35,634,False
L2037,2025-05,2025-05-01,Salaried,Tier 1,109335,48,20.0,763,False
L2038,2025-05,2025-05-01,Salaried,Tier 1,83997,12,17.57,626,False
L2039,2025-05,2025-05-01,Self-Employed,Tier 2,77355,48,13.17,578,False
L2040,2025-05,2025-05-01,Salaried,Tier 1,138135,36,12.5,584,False
L2041,2025-05,2025-05-01,Salaried,Tier 2,107621,48,13.47,807,False
L2042,2025-05,2025-05-01,Salaried,Tier 1,118678,36,15.04,692,False
L2043,2025-05,2025-05-01,Salaried,Tier 1,154351,12,18.57,760,False
L2044,2025-05,2025-05-01,Self-Employed,Tier 3,148126,12,21.73,440,False
L2045,2025-05,2025-05-01,Self-Employed,Tier 2,119480,24,18.54,553,False
L2046,2025-05,2025-05-01,Self-Employed,Tier 2,107327,12,20.36,797,False
L2047,2025-05,2025-05-01,Salaried,Tier 3,135867,36,15.53,712,False
L2048,2025-05,2025-05-01,Salaried,Tier 1,92531,24,16.25,594,False
L2049,2025-05,2025-05-01,Salaried,Tier 1,86299,48,18.83,707,False
L2050,2025-05,2025-05-01,Salaried,Tier 2,62414,24,19.72,810,False
L2051,2025-05,2025-05-01,Salaried,Tier 2,73380,24,16.79,797,False
L2052,2025-05,2025-05-01,Salaried,Tier 1,122613,12,17.0,708,False
L2053,2025-05,2025-05-01,Self-Employed,Tier 1,98603,12,17.4,666,False
L2054,2025-05,2025-05-01,Salaried,Tier 1,124310,12,17.23,771,False
L2055,2025-05,2025-05-01,Salaried,Tier 1,63676,12,13.99,463,False
L2056,2025-05,2025-05-01,Self-Employed,Tier 1,73834,24,19.32,536,False
L2057,2025-05,2025-05-01,Salaried,Tier 1,36130,48,12.6,650,False
L2058,2025-05,2025-05-01,Self-Employed,Tier 2,104719,36,14.37,721,False
L2059,2025-05,2025-05-01,Self-Employed,Tier 2,73336,36,19.65,681,False
L2060,2025-05,2025-05-01,Salaried,Tier 1,59560,12,16.39,620,False
L2061,2025-05,2025-05-01,Salaried,Tier 2,158312,36,18.14,568,False
L2062,2025-05,2025-05-01,Salaried,Tier 1,96152,36,21.32,746,False
L2063,2025-05,2025-05-01,Self-Employed,Tier 1,96974,48,18.75,761,False
L2064,2025-05,2025-05-01,Self-Employed,Tier 3,91879,24,19.3,837,False
L2065,2025-05,2025-05-01,Salaried,Tier 2,84888,36,18.15,606,False
L2066,2025-05,2025-05-01,Salaried,Tier 1,124665,48,16.13,698,False
L2067,2025-05,2025-05-01,Self-Employed,Tier 2,83350,48,21.58,705,False
L2068,2025-05,2025-05-01,Self-Employed,Tier 2,88081,12,21.38,648,False
L2069,2025-05,2025-05-01,Salaried,Tier 1,80844,12,14.77,774,False
L2070,2025-05,2025-05-01,Self-Employed,Tier 2,114750,24,21.88,738,False
L2071,2025-05,2025-05-01,Salaried,Tier 1,76883,24,19.17,533,False
L2072,2025-05,2025-05-01,Salaried,Tier 2,49815,36,21.38,677,False
L2073,2025-05,2025-05-01,Self-Employed,Tier 2,100033,12,15.48,813,False
L2074,2025-05,2025-05-01,Self-Employed,Tier 3,120917,48,19.09,770,False
L2075,2025-05,2025-05-01,Salaried,Tier 2,104757,48,16.03,683,False
L2076,2025-05,2025-05-01,Salaried,Tier 2,89972,48,13.51,633,False
L2077,2025-05,2025-05-01,Salaried,Tier 1,86546,48,18.76,648,False
L2078,2025-05,2025-05-01,Self-Employed,Tier 3,146881,12,17.15,668,False
L2079,2025-05,2025-05-01,Salaried,Tier 3,111183,24,16.22,787,False
L2080,2025-05,2025-05-01,Self-Employed,Tier 2,127550,12,12.73,746,False
L2081,2025-05,2025-05-01,Salaried,Tier 1,75580,36,15.76,900,False
L2082,2025-05,2025-05-01,Self-Employed,Tier 1,88273,36,15.96,522,False
L2083,2025-05,2025-05-01,Self-Employed,Tier 2,67955,12,15.58,530,False
L2084,2025-05,2025-05-01,Salaried,Tier 3,57442,24,19.69,655,False
L2085,2025-05,2025-05-01,Salaried,Tier 1,81788,48,18.41,678,False
L2086,2025-05,2025-05-01,Salaried,Tier 2,63181,12,12.05,562,False
L2087,2025-05,2025-05-01,Self-Employed,Tier 3,91218,48,18.12,808,False
L2088,2025-05,2025-05-01,Self-Employed,Tier 1,140771,48,13.72,703,False
L2089,2025-05,2025-05-01,Self-Employed,Tier 1,121016,24,13.94,643,False
L2090,2025-05,2025-05-01,Salaried,Tier 1,89971,36,16.33,779,False
L2091,2025-05,2025-05-01,Salaried,Tier 1,88822,12,18.81,522,False
L2092,2025-05,2025-05-01,Self-Employed,Tier 1,115754,12,16.98,755,False
L2093,2025-05,2025-05-01,Salaried,Tier 1,113838,36,17.32,767,False
L2094,2025-05,2025-05-01,Salaried,Tier 1,97030,12,13.43,765,False
L2095,2025-05,2025-05-01,Salaried,Tier 1,131058,12,18.39,590,False
L2096,2025-05,2025-05-01,Salaried,Tier 2,31582,48,20.75,863,False
L2097,2025-05,2025-05-01,Salaried,Tier 2,83980,48,21.22,713,False
L2098,2025-05,2025-05-01,Salaried,Tier 2,15000,12,16.44,687,False
L2099,2025-05,2025-05-01,Salaried,Tier 1,83159,48,18.8,809,False
L2100,2025-05,2025-05-01,Salaried,Tier 2,113614,48,14.15,661,False
L2101,2025-06,2025-06-01,Self-Employed,Tier 2,161451,48,13.73,754,True
L2102,2025-06,2025-06-01,Salaried,Tier 2,112603,48,21.33,628,True
L2103,2025-06,2025-06-01,Salaried,Tier 3,66770,24,18.56,752,True
L2104,2025-06,2025-06-01,Salaried,Tier 2,43181,48,19.12,843,True
L2105,2025-06,2025-06-01,Salaried,Tier 1,178069,48,21.71,583,True
L2106,2025-06,2025-06-01,Salaried,Tier 1,127616,36,15.83,608,True
L2107,2025-06,2025-06-01,Salaried,Tier 2,156371,48,16.29,715,True
L2108,2025-06,2025-06-01,Salaried,Tier 1,140822,36,19.84,600,True
L2109,2025-06,2025-06-01,Salaried,Tier 3,72005,48,19.11,539,True
L2110,2025-06,2025-06-01,Salaried,Tier 3,49531,24,14.87,652,True
L2111,2025-06,2025-06-01,Salaried,Tier 1,44188,24,12.19,634,True
L2112,2025-06,2025-06-01,Self-Employed,Tier 2,124007,12,19.34,633,True
L2113,2025-06,2025-06-01,Self-Employed,Tier 2,125732,24,19.82,606,True
L2114,2025-06,2025-06-01,Salaried,Tier 2,97910,48,18.15,790,True
L2115,2025-06,2025-06-01,Salaried,Tier 2,153432,12,19.4,713,True
L2116,2025-06,2025-06-01,Salaried,Tier 2,17828,24,15.19,744,True
L2117,2025-06,2025-06-01,Salaried,Tier 1,70767,36,14.48,739,True
L2118,2025-06,2025-06-01,Salaried,Tier 2,63845,12,19.99,802,True
L2119,2025-06,2025-06-01,Salaried,Tier 2,69391,12,15.77,805,True
L2120,2025-06,2025-06-01,Self-Employed,Tier 2,63055,48,20.98,606,True
L2121,2025-06,2025-06-01,Salaried,Tier 1,115736,36,11.63,729,True
L2122,2025-06,2025-06-01,Salaried,Tier 2,84071,48,19.61,534,True
L2123,2025-06,2025-06-01,Salaried,Tier 3,147218,24,19.76,550,True
L2124,2025-06,2025-06-01,Salaried,Tier 2,87503,48,13.85,783,True
L2125,2025-06,2025-06-01,Self-Employed,Tier 1,96698,12,13.37,572,True
L2126,2025-06,2025-06-01,Self-Employed,Tier 1,102266,12,17.49,630,True
L2127,2025-06,2025-06-01,Self-Employed,Tier 2,41714,24,16.94,617,True
L2128,2025-06,2025-06-01,Salaried,Tier 1,68274,12,13.18,674,True
L2129,2025-06,2025-06-01,Salaried,Tier 1,79584,48,16.87,749,True
L2130,2025-06,2025-06-01,Self-Employed,Tier 1,127485,24,19.24,717,True
L2131,2025-06,2025-06-01,Salaried,Tier 3,85242,36,17.3,636,True
L2132,2025-06,2025-06-01,Salaried,Tier 1,130919,24,19.95,635,True
L2133,2025-06,2025-06-01,Self-Employed,Tier 2,73812,12,12.62,760,True
L2134,2025-06,2025-06-01,Self-Employed,Tier 1,78905,24,12.1,650,True
L2135,2025-06,2025-06-01,Salaried,Tier 1,17275,36,20.09,563,True
L2136,2025-06,2025-06-01,Self-Employed,Tier 3,51656,24,12.05,703,True
L2137,2025-06,2025-06-01,Salaried,Tier 2,57113,48,17.12,673,True
L2138,2025-06,2025-06-01,Self-Employed,Tier 2,106087,24,21.74,729,True
L2139,2025-06,2025-06-01,Self-Employed,Tier 1,74269,24,12.81,728,True
L2140,2025-06,2025-06-01,Self-Employed,Tier 1,80029,48,21.14,773,True
L2141,2025-06,2025-06-01,Self-Employed,Tier 1,130530,12,14.53,543,True
L2142,2025-06,2025-06-01,Salaried,Tier 2,118949,24,21.05,757,True
L2143,2025-06,2025-06-01,Salaried,Tier 1,155311,24,20.48,578,True
L2144,2025-06,2025-06-01,Salaried,Tier 1,116127,24,14.93,825,True
L2145,2025-06,2025-06-01,Self-Employed,Tier 1,97188,24,13.87,745,True
L2146,2025-06,2025-06-01,Self-Employed,Tier 3,68877,36,15.62,623,True
L2147,2025-06,2025-06-01,Salaried,Tier 2,90119,12,19.19,733,True
L2148,2025-06,2025-06-01,Salaried,Tier 1,84480,24,13.51,516,True
L2149,2025-06,2025-06-01,Self-Employed,Tier 1,68717,36,17.12,738,True
L2150,2025-06,2025-06-01,Self-Employed,Tier 1,88151,36,16.34,790,True
L2151,2025-06,2025-06-01,Self-Employed,Tier 3,84877,24,12.67,463,True
L2152,2025-06,2025-06-01,Salaried,Tier 3,37969,12,13.6,900,True
L2153,2025-06,2025-06-01,Salaried,Tier 2,110637,36,15.46,624,True
L2154,2025-06,2025-06-01,Self-Employed,Tier 1,52938,48,15.48,817,True
L2155,2025-06,2025-06-01,Self-Employed,Tier 2,110411,48,13.31,667,True
L2156,2025-06,2025-06-01,Self-Employed,Tier 3,150426,48,18.32,737,True
L2157,2025-06,2025-06-01,Self-Employed,Tier 2,71140,48,13.17,655,True
L2158,2025-06,2025-06-01,Salaried,Tier 1,92770,24,16.73,625,True
