loan_id,disbursal_month,snapshot_month,mob,dpd_bucket
L1416,2025-02,2025-07,5,Current
L1416,2025-02,2025-08,6,Current
L1416,2025-02,2025-09,7,Current
L1416,2025-02,2025-10,8,Current
L1416,2025-02,2025-11,9,30 DPD
L1416,2025-02,2025-12,10,60 DPD
L1416,2025-02,2026-01,11,60 DPD
L1416,2025-02,2026-02,12,90 DPD
L1416,2025-02,2026-03,13,Current
L1416,2025-02,2026-04,14,Current
L1416,2025-02,2026-05,15,Current
L1416,2025-02,2026-06,16,Current
L1417,2025-02,2025-03,1,Current
L1417,2025-02,2025-04,2,Current
L1417,2025-02,2025-05,3,Current
L1417,2025-02,2025-06,4,Current
L1417,2025-02,2025-07,5,Current
L1417,2025-02,2025-08,6,Current
L1417,2025-02,2025-09,7,Current
L1417,2025-02,2025-10,8,Current
L1417,2025-02,2025-11,9,Current
L1417,2025-02,2025-12,10,Current
L1417,2025-02,2026-01,11,Current
L1417,2025-02,2026-02,12,Current
L1417,2025-02,2026-03,13,Current
L1417,2025-02,2026-04,14,Current
L1417,2025-02,2026-05,15,Current
L1417,2025-02,2026-06,16,Current
L1418,2025-02,2025-03,1,Current
L1418,2025-02,2025-04,2,Current
L1418,2025-02,2025-05,3,Current
L1418,2025-02,2025-06,4,Current
L1418,2025-02,2025-07,5,Current
L1418,2025-02,2025-08,6,Current
L1418,2025-02,2025-09,7,Current
L1418,2025-02,2025-10,8,Current
L1418,2025-02,2025-11,9,Current
L1418,2025-02,2025-12,10,Current
L1418,2025-02,2026-01,11,Current
L1418,2025-02,2026-02,12,Current
L1418,2025-02,2026-03,13,Current
L1418,2025-02,2026-04,14,Current
L1418,2025-02,2026-05,15,30 DPD
L1418,2025-02,2026-06,16,30 DPD
L1419,2025-02,2025-03,1,Current
L1419,2025-02,2025-04,2,Current
L1419,2025-02,2025-05,3,Current
L1419,2025-02,2025-06,4,Current
L1419,2025-02,2025-07,5,Current
L1419,2025-02,2025-08,6,Current
L1419,2025-02,2025-09,7,Current
L1419,2025-02,2025-10,8,Current
L1419,2025-02,2025-11,9,Current
L1419,2025-02,2025-12,10,Current
L1419,2025-02,2026-01,11,Current
L1419,2025-02,2026-02,12,Current
L1419,2025-02,2026-03,13,Current
L1420,2025-02,2025-03,1,Current
L1420,2025-02,2025-04,2,Current
L1420,2025-02,2025-05,3,Current
L1420,2025-02,2025-06,4,Current
L1420,2025-02,2025-07,5,Current
L1420,2025-02,2025-08,6,Current
L1420,2025-02,2025-09,7,Current
L1420,2025-02,2025-10,8,Current
L1420,2025-02,2025-11,9,Current
L1420,2025-02,2025-12,10,Current
L1420,2025-02,2026-01,11,Current
L1420,2025-02,2026-02,12,Current
L1420,2025-02,2026-03,13,Current
L1420,2025-02,2026-04,14,Current
L1420,2025-02,2026-05,15,Current
L1420,2025-02,2026-06,16,Current
L1421,2025-02,2025-03,1,Current
L1421,2025-02,2025-04,2,Current
L1421,2025-02,2025-05,3,Current
L1421,2025-02,2025-06,4,Current
L1421,2025-02,2025-07,5,Current
L1421,2025-02,2025-08,6,Current
L1421,2025-02,2025-09,7,Current
L1421,2025-02,2025-10,8,Current
L1421,2025-02,2025-11,9,Current
L1421,2025-02,2025-12,10,Current
L1421,2025-02,2026-01,11,Current
L1421,2025-02,2026-02,12,Current
L1421,2025-02,2026-03,13,Current
L1421,2025-02,2026-04,14,Current
L1421,2025-02,2026-05,15,Current
L1421,2025-02,2026-06,16,Current
L1422,2025-02,2025-03,1,Current
L1422,2025-02,2025-04,2,Current
L1422,2025-02,2025-05,3,Current
L1422,2025-02,2025-06,4,Current
L1422,2025-02,2025-07,5,Current
L1422,2025-02,2025-08,6,Current
L1422,2025-02,2025-09,7,Current
L1422,2025-02,2025-10,8,Current
L1422,2025-02,2025-11,9,Current
L1422,2025-02,2025-12,10,Current
L1422,2025-02,2026-01,11,Current
L1422,2025-02,2026-02,12,Current
L1422,2025-02,2026-03,13,Current
L1422,2025-02,2026-04,14,Current
L1422,2025-02,2026-05,15,Current
L1422,2025-02,2026-06,16,Current
L1423,2025-02,2025-03,1,Current
L1423,2025-02,2025-04,2,Current
L1423,2025-02,2025-05,3,Current
L1423,2025-02,2025-06,4,Current
L1423,2025-02,2025-07,5,Current
L1423,2025-02,2025-08,6,Current
L1423,2025-02,2025-09,7,Current
L1423,2025-02,2025-10,8,Current
L1423,2025-02,2025-11,9,Current
L1423,2025-02,2025-12,10,Current
L1423,2025-02,2026-01,11,Current
L1423,2025-02,2026-02,12,Current
L1423,2025-02,2026-03,13,Current
L1424,2025-02,2025-03,1,Current
L1424,2025-02,2025-04,2,Current
L1424,2025-02,2025-05,3,Current
L1424,2025-02,2025-06,4,Current
L1424,2025-02,2025-07,5,Current
L1424,2025-02,2025-08,6,Current
L1424,2025-02,2025-09,7,Current
L1424,2025-02,2025-10,8,Current
L1424,2025-02,2025-11,9,Current
L1424,2025-02,2025-12,10,Current
L1424,2025-02,2026-01,11,Current
L1424,2025-02,2026-02,12,Current
L1424,2025-02,2026-03,13,Current
L1425,2025-02,2025-03,1,Current
L1425,2025-02,2025-04,2,Current
L1425,2025-02,2025-05,3,Current
L1425,2025-02,2025-06,4,Current
L1425,2025-02,2025-07,5,Current
L1425,2025-02,2025-08,6,Current
L1425,2025-02,2025-09,7,Current
L1425,2025-02,2025-10,8,Current
L1425,2025-02,2025-11,9,Current
L1425,2025-02,2025-12,10,Current
L1425,2025-02,2026-01,11,Current
L1425,2025-02,2026-02,12,Current
L1425,2025-02,2026-03,13,Current
L1425,2025-02,2026-04,14,Current
L1425,2025-02,2026-05,15,Current
L1425,2025-02,2026-06,16,Current
L1426,2025-02,2025-03,1,Current
L1426,2025-02,2025-04,2,30 DPD
L1426,2025-02,2025-05,3,30 DPD
L1426,2025-02,2025-06,4,Current
L1426,2025-02,2025-07,5,Current
L1426,2025-02,2025-08,6,Current
L1426,2025-02,2025-09,7,Current
L1426,2025-02,2025-10,8,Current
L1426,2025-02,2025-11,9,Current
L1426,2025-02,2025-12,10,Current
L1426,2025-02,2026-01,11,Current
L1426,2025-02,2026-02,12,Current
L1426,2025-02,2026-03,13,Current
L1426,2025-02,2026-04,14,Current
L1426,2025-02,2026-05,15,Current
L1426,2025-02,2026-06,16,Current
L1427,2025-02,2025-03,1,Current
L1427,2025-02,2025-04,2,Current
L1427,2025-02,2025-05,3,Current
L1427,2025-02,2025-06,4,Current
L1427,2025-02,2025-07,5,Current
L1427,2025-02,2025-08,6,Current
L1427,2025-02,2025-09,7,Current
L1427,2025-02,2025-10,8,Current
L1427,2025-02,2025-11,9,Current
L1427,2025-02,2025-12,10,Current
L1427,2025-02,2026-01,11,Current
L1427,2025-02,2026-02,12,Current
L1427,2025-02,2026-03,13,Current
L1428,2025-02,2025-03,1,Current
L1428,2025-02,2025-04,2,Current
L1428,2025-02,2025-05,3,Current
L1428,2025-02,2025-06,4,Current
L1428,2025-02,2025-07,5,Current
L1428,2025-02,2025-08,6,Current
L1428,2025-02,2025-09,7,Current
L1428,2025-02,2025-10,8,Current
L1428,2025-02,2025-11,9,Current
L1428,2025-02,2025-12,10,Current
L1428,2025-02,2026-01,11,Current
L1428,2025-02,2026-02,12,Current
L1428,2025-02,2026-03,13,Current
L1428,2025-02,2026-04,14,Current
L1428,2025-02,2026-05,15,Current
L1428,2025-02,2026-06,16,Current
L1429,2025-02,2025-03,1,Current
L1429,2025-02,2025-04,2,Current
L1429,2025-02,2025-05,3,Current
L1429,2025-02,2025-06,4,Current
L1429,2025-02,2025-07,5,Current
L1429,2025-02,2025-08,6,Current
L1429,2025-02,2025-09,7,Current
L1429,2025-02,2025-10,8,Current
L1429,2025-02,2025-11,9,Current
L1429,2025-02,2025-12,10,Current
L1429,2025-02,2026-01,11,Current
L1429,2025-02,2026-02,12,Current
L1429,2025-02,2026-03,13,Current
L1429,2025-02,2026-04,14,Current
L1429,2025-02,2026-05,15,Current
L1429,2025-02,2026-06,16,Current
L1430,2025-02,2025-03,1,Current
L1430,2025-02,2025-04,2,Current
L1430,2025-02,2025-05,3,Current
L1430,2025-02,2025-06,4,Current
L1430,2025-02,2025-07,5,Current
L1430,2025-02,2025-08,6,Current
L1430,2025-02,2025-09,7,Current
L1430,2025-02,2025-10,8,Current
L1430,2025-02,2025-11,9,Current
L1430,2025-02,2025-12,10,30 DPD
L1430,2025-02,2026-01,11,30 DPD
L1430,2025-02,2026-02,12,30 DPD
L1430,2025-02,2026-03,13,Current
L1430,2025-02,2026-04,14,Current
L1430,2025-02,2026-05,15,Current
L1430,2025-02,2026-06,16,30 DPD
L1431,2025-02,2025-03,1,Current
L1431,2025-02,2025-04,2,Current
L1431,2025-02,2025-05,3,30 DPD
L1431,2025-02,2025-06,4,60 DPD
L1431,2025-02,2025-07,5,Current
L1431,2025-02,2025-08,6,Current
L1431,2025-02,2025-09,7,Current
L1431,2025-02,2025-10,8,Current
L1431,2025-02,2025-11,9,Current
L1431,2025-02,2025-12,10,Current
L1431,2025-02,2026-01,11,Current
L1431,2025-02,2026-02,12,Current
L1431,2025-02,2026-03,13,Current
L1431,2025-02,2026-04,14,Current
L1431,2025-02,2026-05,15,Current
L1431,2025-02,2026-06,16,Current
L1432,2025-02,2025-03,1,Current
L1432,2025-02,2025-04,2,Current
L1432,2025-02,2025-05,3,Current
L1432,2025-02,2025-06,4,Current
L1432,2025-02,2025-07,5,Current
L1432,2025-02,2025-08,6,Current
L1432,2025-02,2025-09,7,Current
L1432,2025-02,2025-10,8,Current
L1432,2025-02,2025-11,9,Current
L1432,2025-02,2025-12,10,Current
L1432,2025-02,2026-01,11,Current
L1432,2025-02,2026-02,12,Current
L1432,2025-02,2026-03,13,Current
L1433,2025-02,2025-03,1,Current
L1433,2025-02,2025-04,2,Current
L1433,2025-02,2025-05,3,Current
L1433,2025-02,2025-06,4,Current
L1433,2025-02,2025-07,5,Current
L1433,2025-02,2025-08,6,Current
L1433,2025-02,2025-09,7,Current
L1433,2025-02,2025-10,8,Current
L1433,2025-02,2025-11,9,Current
L1433,2025-02,2025-12,10,Current
L1433,2025-02,2026-01,11,Current
L1433,2025-02,2026-02,12,Current
L1433,2025-02,2026-03,13,Current
L1433,2025-02,2026-04,14,Current
L1433,2025-02,2026-05,15,Current
L1433,2025-02,2026-06,16,Current
L1434,2025-02,2025-03,1,Current
L1434,2025-02,2025-04,2,Current
L1434,2025-02,2025-05,3,Current
L1434,2025-02,2025-06,4,Current
L1434,2025-02,2025-07,5,Current
L1434,2025-02,2025-08,6,Current
L1434,2025-02,2025-09,7,Current
L1434,2025-02,2025-10,8,Current
L1434,2025-02,2025-11,9,Current
L1434,2025-02,2025-12,10,Current
L1434,2025-02,2026-01,11,Current
L1434,2025-02,2026-02,12,Current
L1434,2025-02,2026-03,13,Current
L1435,2025-02,2025-03,1,Current
L1435,2025-02,2025-04,2,Current
L1435,2025-02,2025-05,3,Current
L1435,2025-02,2025-06,4,Current
L1435,2025-02,2025-07,5,Current
L1435,2025-02,2025-08,6,Current
L1435,2025-02,2025-09,7,Current
L1435,2025-02,2025-10,8,Current
L1435,2025-02,2025-11,9,Current
L1435,2025-02,2025-12,10,Current
L1435,2025-02,2026-01,11,Current
L1435,2025-02,2026-02,12,Current
L1435,2025-02,2026-03,13,Current
L1436,2025-02,2025-03,1,Current
L1436,2025-02,2025-04,2,Current
L1436,2025-02,2025-05,3,Current
L1436,2025-02,2025-06,4,Current
L1436,2025-02,2025-07,5,Current
L1436,2025-02,2025-08,6,Current
L1436,2025-02,2025-09,7,Current
L1436,2025-02,2025-10,8,30 DPD
L1436,2025-02,2025-11,9,30 DPD
L1436,2025-02,2025-12,10,60 DPD
L1436,2025-02,2026-01,11,90 DPD
L1436,2025-02,2026-02,12,90 DPD
L1436,2025-02,2026-03,13,90 DPD
L1437,2025-02,2025-03,1,Current
L1437,2025-02,2025-04,2,Current
L1437,2025-02,2025-05,3,Current
L1437,2025-02,2025-06,4,30 DPD
L1437,2025-02,2025-07,5,60 DPD
L1437,2025-02,2025-08,6,Current
L1437,2025-02,2025-09,7,Current
L1437,2025-02,2025-10,8,Current
L1437,2025-02,2025-11,9,Current
L1437,2025-02,2025-12,10,Current
L1437,2025-02,2026-01,11,Current
L1437,2025-02,2026-02,12,Current
L1437,2025-02,2026-03,13,Current
L1438,2025-02,2025-03,1,Current
L1438,2025-02,2025-04,2,Current
L1438,2025-02,2025-05,3,Current
L1438,2025-02,2025-06,4,Current
L1438,2025-02,2025-07,5,Current
L1438,2025-02,2025-08,6,Current
L1438,2025-02,2025-09,7,Current
L1438,2025-02,2025-10,8,Current
L1438,2025-02,2025-11,9,Current
L1438,2025-02,2025-12,10,Current
L1438,2025-02,2026-01,11,Current
L1438,2025-02,2026-02,12,Current
L1438,2025-02,2026-03,13,Current
L1439,2025-02,2025-03,1,Current
L1439,2025-02,2025-04,2,Current
L1439,2025-02,2025-05,3,Current
L1439,2025-02,2025-06,4,Current
L1439,2025-02,2025-07,5,Current
L1439,2025-02,2025-08,6,Current
L1439,2025-02,2025-09,7,Current
L1439,2025-02,2025-10,8,Current
L1439,2025-02,2025-11,9,Current
L1439,2025-02,2025-12,10,Current
L1439,2025-02,2026-01,11,Current
L1439,2025-02,2026-02,12,Current
L1439,2025-02,2026-03,13,Current
L1439,2025-02,2026-04,14,Current
L1439,2025-02,2026-05,15,Current
L1439,2025-02,2026-06,16,Current
L1440,2025-02,2025-03,1,30 DPD
L1440,2025-02,2025-04,2,60 DPD
L1440,2025-02,2025-05,3,60 DPD
L1440,2025-02,2025-06,4,90 DPD
L1440,2025-02,2025-07,5,NPA
L1440,2025-02,2025-08,6,NPA
L1440,2025-02,2025-09,7,NPA
L1440,2025-02,2025-10,8,NPA
L1440,2025-02,2025-11,9,NPA
L1440,2025-02,2025-12,10,NPA
L1440,2025-02,2026-01,11,NPA
L1440,2025-02,2026-02,12,NPA
L1440,2025-02,2026-03,13,NPA
L1440,2025-02,2026-04,14,NPA
L1440,2025-02,2026-05,15,NPA
L1440,2025-02,2026-06,16,NPA
L1441,2025-03,2025-04,1,Current
L1441,2025-03,2025-05,2,Current
L1441,2025-03,2025-06,3,Current
L1441,2025-03,2025-07,4,Current
L1441,2025-03,2025-08,5,Current
L1441,2025-03,2025-09,6,Current
L1441,2025-03,2025-10,7,Current
L1441,2025-03,2025-11,8,Current
L1441,2025-03,2025-12,9,Current
L1441,2025-03,2026-01,10,Current
L1441,2025-03,2026-02,11,Current
L1441,2025-03,2026-03,12,Current
L1441,2025-03,2026-04,13,Current
L1442,2025-03,2025-04,1,Current
L1442,2025-03,2025-05,2,Current
L1442,2025-03,2025-06,3,Current
L1442,2025-03,2025-07,4,Current
L1442,2025-03,2025-08,5,Current
L1442,2025-03,2025-09,6,Current
L1442,2025-03,2025-10,7,Current
L1442,2025-03,2025-11,8,Current
L1442,2025-03,2025-12,9,Current
L1442,2025-03,2026-01,10,Current
L1442,2025-03,2026-02,11,Current
L1442,2025-03,2026-03,12,Current
L1442,2025-03,2026-04,13,Current
L1442,2025-03,2026-05,14,Current
L1442,2025-03,2026-06,15,Current
L1443,2025-03,2025-04,1,Current
L1443,2025-03,2025-05,2,Current
L1443,2025-03,2025-06,3,Current
L1443,2025-03,2025-07,4,Current
L1443,2025-03,2025-08,5,Current
L1443,2025-03,2025-09,6,Current
L1443,2025-03,2025-10,7,Current
L1443,2025-03,2025-11,8,30 DPD
L1443,2025-03,2025-12,9,60 DPD
L1443,2025-03,2026-01,10,Current
L1443,2025-03,2026-02,11,Current
L1443,2025-03,2026-03,12,Current
L1443,2025-03,2026-04,13,Current
L1443,2025-03,2026-05,14,Current
L1443,2025-03,2026-06,15,Current
L1444,2025-03,2025-04,1,Current
L1444,2025-03,2025-05,2,Current
L1444,2025-03,2025-06,3,Current
L1444,2025-03,2025-07,4,Current
L1444,2025-03,2025-08,5,Current
L1444,2025-03,2025-09,6,Current
L1444,2025-03,2025-10,7,Current
L1444,2025-03,2025-11,8,Current
L1444,2025-03,2025-12,9,Current
L1444,2025-03,2026-01,10,Current
L1444,2025-03,2026-02,11,Current
L1444,2025-03,2026-03,12,Current
L1444,2025-03,2026-04,13,Current
L1444,2025-03,2026-05,14,Current
L1444,2025-03,2026-06,15,Current
L1445,2025-03,2025-04,1,Current
L1445,2025-03,2025-05,2,Current
L1445,2025-03,2025-06,3,Current
L1445,2025-03,2025-07,4,Current
L1445,2025-03,2025-08,5,30 DPD
L1445,2025-03,2025-09,6,60 DPD
L1445,2025-03,2025-10,7,60 DPD
L1445,2025-03,2025-11,8,90 DPD
L1445,2025-03,2025-12,9,NPA
L1445,2025-03,2026-01,10,NPA
L1445,2025-03,2026-02,11,NPA
L1445,2025-03,2026-03,12,NPA
L1445,2025-03,2026-04,13,NPA
L1446,2025-03,2025-04,1,Current
L1446,2025-03,2025-05,2,Current
L1446,2025-03,2025-06,3,Current
L1446,2025-03,2025-07,4,Current
L1446,2025-03,2025-08,5,30 DPD
L1446,2025-03,2025-09,6,60 DPD
L1446,2025-03,2025-10,7,60 DPD
L1446,2025-03,2025-11,8,60 DPD
L1446,2025-03,2025-12,9,90 DPD
L1446,2025-03,2026-01,10,90 DPD
L1446,2025-03,2026-02,11,NPA
L1446,2025-03,2026-03,12,NPA
L1446,2025-03,2026-04,13,NPA
L1447,2025-03,2025-04,1,Current
L1447,2025-03,2025-05,2,Current
L1447,2025-03,2025-06,3,Current
L1447,2025-03,2025-07,4,Current
L1447,2025-03,2025-08,5,Current
L1447,2025-03,2025-09,6,Current
L1447,2025-03,2025-10,7,Current
L1447,2025-03,2025-11,8,Current
L1447,2025-03,2025-12,9,Current
L1447,2025-03,2026-01,10,Current
L1447,2025-03,2026-02,11,Current
L1447,2025-03,2026-03,12,Current
L1447,2025-03,2026-04,13,Current
L1447,2025-03,2026-05,14,Current
L1447,2025-03,2026-06,15,Current
L1448,2025-03,2025-04,1,Current
L1448,2025-03,2025-05,2,Current
L1448,2025-03,2025-06,3,Current
L1448,2025-03,2025-07,4,Current
L1448,2025-03,2025-08,5,Current
L1448,2025-03,2025-09,6,Current
L1448,2025-03,2025-10,7,Current
L1448,2025-03,2025-11,8,Current
L1448,2025-03,2025-12,9,Current
L1448,2025-03,2026-01,10,Current
L1448,2025-03,2026-02,11,Current
L1448,2025-03,2026-03,12,Current
L1448,2025-03,2026-04,13,Current
L1448,2025-03,2026-05,14,Current
L1448,2025-03,2026-06,15,Current
L1449,2025-03,2025-04,1,Current
L1449,2025-03,2025-05,2,Current
L1449,2025-03,2025-06,3,Current
L1449,2025-03,2025-07,4,Current
L1449,2025-03,2025-08,5,Current
L1449,2025-03,2025-09,6,Current
L1449,2025-03,2025-10,7,Current
L1449,2025-03,2025-11,8,Current
L1449,2025-03,2025-12,9,Current
L1449,2025-03,2026-01,10,Current
L1449,2025-03,2026-02,11,Current
L1449,2025-03,2026-03,12,Current
L1449,2025-03,2026-04,13,Current
L1449,2025-03,2026-05,14,Current
L1449,2025-03,2026-06,15,Current
L1450,2025-03,2025-04,1,Current
L1450,2025-03,2025-05,2,Current
L1450,2025-03,2025-06,3,Current
L1450,2025-03,2025-07,4,Current
L1450,2025-03,2025-08,5,Current
L1450,2025-03,2025-09,6,Current
L1450,2025-03,2025-10,7,Current
L1450,2025-03,2025-11,8,Current
L1450,2025-03,2025-12,9,Current
L1450,2025-03,2026-01,10,Current
L1450,2025-03,2026-02,11,Current
L1450,2025-03,2026-03,12,Current
L1450,2025-03,2026-04,13,Current
L1450,2025-03,2026-05,14,Current
L1450,2025-03,2026-06,15,Current
L1451,2025-03,2025-04,1,Current
L1451,2025-03,2025-05,2,Current
L1451,2025-03,2025-06,3,Current
L1451,2025-03,2025-07,4,Current
L1451,2025-03,2025-08,5,Current
L1451,2025-03,2025-09,6,Current
L1451,2025-03,2025-10,7,Current
L1451,2025-03,2025-11,8,Current
L1451,2025-03,2025-12,9,Current
L1451,2025-03,2026-01,10,Current
L1451,2025-03,2026-02,11,Current
L1451,2025-03,2026-03,12,Current
L1451,2025-03,2026-04,13,Current
L1451,2025-03,2026-05,14,Current
L1451,2025-03,2026-06,15,30 DPD
L1452,2025-03,2025-04,1,Current
L1452,2025-03,2025-05,2,Current
L1452,2025-03,2025-06,3,Current
L1452,2025-03,2025-07,4,Current
L1452,2025-03,2025-08,5,Current
L1452,2025-03,2025-09,6,Current
L1452,2025-03,2025-10,7,Current
L1452,2025-03,2025-11,8,Current
L1452,2025-03,2025-12,9,Current
L1452,2025-03,2026-01,10,Current
L1452,2025-03,2026-02,11,Current
L1452,2025-03,2026-03,12,Current
L1452,2025-03,2026-04,13,Current
L1452,2025-03,2026-05,14,Current
L1452,2025-03,2026-06,15,Current
L1453,2025-03,2025-04,1,30 DPD
L1453,2025-03,2025-05,2,60 DPD
L1453,2025-03,2025-06,3,60 DPD
L1453,2025-03,2025-07,4,60 DPD
L1453,2025-03,2025-08,5,90 DPD
L1453,2025-03,2025-09,6,90 DPD
L1453,2025-03,2025-10,7,90 DPD
L1453,2025-03,2025-11,8,90 DPD
L1453,2025-03,2025-12,9,90 DPD
L1453,2025-03,2026-01,10,90 DPD
L1453,2025-03,2026-02,11,90 DPD
L1453,2025-03,2026-03,12,NPA
L1453,2025-03,2026-04,13,NPA
L1453,2025-03,2026-05,14,NPA
L1453,2025-03,2026-06,15,NPA
L1454,2025-03,2025-04,1,Current
L1454,2025-03,2025-05,2,Current
L1454,2025-03,2025-06,3,Current
L1454,2025-03,2025-07,4,Current
L1454,2025-03,2025-08,5,Current
L1454,2025-03,2025-09,6,Current
L1454,2025-03,2025-10,7,Current
L1454,2025-03,2025-11,8,30 DPD
L1454,2025-03,2025-12,9,30 DPD
L1454,2025-03,2026-01,10,30 DPD
L1454,2025-03,2026-02,11,30 DPD
L1454,2025-03,2026-03,12,60 DPD
L1454,2025-03,2026-04,13,60 DPD
L1455,2025-03,2025-04,1,Current
L1455,2025-03,2025-05,2,Current
L1455,2025-03,2025-06,3,Current
L1455,2025-03,2025-07,4,Current
L1455,2025-03,2025-08,5,Current
L1455,2025-03,2025-09,6,Current
L1455,2025-03,2025-10,7,Current
L1455,2025-03,2025-11,8,30 DPD
L1455,2025-03,2025-12,9,30 DPD
L1455,2025-03,2026-01,10,30 DPD
L1455,2025-03,2026-02,11,30 DPD
L1455,2025-03,2026-03,12,30 DPD
L1455,2025-03,2026-04,13,30 DPD
L1455,2025-03,2026-05,14,60 DPD
L1455,2025-03,2026-06,15,60 DPD
L1456,2025-03,2025-04,1,Current
L1456,2025-03,2025-05,2,Current
L1456,2025-03,2025-06,3,30 DPD
L1456,2025-03,2025-07,4,30 DPD
L1456,2025-03,2025-08,5,30 DPD
L1456,2025-03,2025-09,6,30 DPD
L1456,2025-03,2025-10,7,Current
L1456,2025-03,2025-11,8,Current
L1456,2025-03,2025-12,9,Current
L1456,2025-03,2026-01,10,Current
L1456,2025-03,2026-02,11,Current
L1456,2025-03,2026-03,12,Current
L1456,2025-03,2026-04,13,Current
L1457,2025-03,2025-04,1,Current
L1457,2025-03,2025-05,2,Current
L1457,2025-03,2025-06,3,Current
L1457,2025-03,2025-07,4,Current
L1457,2025-03,2025-08,5,Current
L1457,2025-03,2025-09,6,Current
L1457,2025-03,2025-10,7,Current
L1457,2025-03,2025-11,8,Current
L1457,2025-03,2025-12,9,Current
L1457,2025-03,2026-01,10,Current
L1457,2025-03,2026-02,11,Current
L1457,2025-03,2026-03,12,Current
L1457,2025-03,2026-04,13,Current
L1457,2025-03,2026-05,14,Current
L1457,2025-03,2026-06,15,Current
L1458,2025-03,2025-04,1,Current
L1458,2025-03,2025-05,2,Current
L1458,2025-03,2025-06,3,Current
L1458,2025-03,2025-07,4,Current
L1458,2025-03,2025-08,5,Current
L1458,2025-03,2025-09,6,Current
L1458,2025-03,2025-10,7,Current
L1458,2025-03,2025-11,8,Current
L1458,2025-03,2025-12,9,Current
L1458,2025-03,2026-01,10,Current
L1458,2025-03,2026-02,11,Current
L1458,2025-03,2026-03,12,Current
L1458,2025-03,2026-04,13,Current
L1458,2025-03,2026-05,14,Current
L1458,2025-03,2026-06,15,Current
L1459,2025-03,2025-04,1,30 DPD
L1459,2025-03,2025-05,2,60 DPD
L1459,2025-03,2025-06,3,60 DPD
L1459,2025-03,2025-07,4,90 DPD
L1459,2025-03,2025-08,5,90 DPD
L1459,2025-03,2025-09,6,NPA
L1459,2025-03,2025-10,7,NPA
L1459,2025-03,2025-11,8,NPA
L1459,2025-03,2025-12,9,NPA
L1459,2025-03,2026-01,10,NPA
L1459,2025-03,2026-02,11,NPA
L1459,2025-03,2026-03,12,NPA
L1459,2025-03,2026-04,13,NPA
L1460,2025-03,2025-04,1,Current
L1460,2025-03,2025-05,2,Current
L1460,2025-03,2025-06,3,Current
L1460,2025-03,2025-07,4,Current
L1460,2025-03,2025-08,5,Current
L1460,2025-03,2025-09,6,Current
L1460,2025-03,2025-10,7,Current
L1460,2025-03,2025-11,8,Current
L1460,2025-03,2025-12,9,Current
L1460,2025-03,2026-01,10,Current
L1460,2025-03,2026-02,11,Current
L1460,2025-03,2026-03,12,Current
L1460,2025-03,2026-04,13,Current
L1460,2025-03,2026-05,14,Current
L1460,2025-03,2026-06,15,Current
L1461,2025-03,2025-04,1,Current
L1461,2025-03,2025-05,2,Current
L1461,2025-03,2025-06,3,30 DPD
L1461,2025-03,2025-07,4,30 DPD
L1461,2025-03,2025-08,5,30 DPD
L1461,2025-03,2025-09,6,30 DPD
L1461,2025-03,2025-10,7,60 DPD
L1461,2025-03,2025-11,8,90 DPD
L1461,2025-03,2025-12,9,90 DPD
L1461,2025-03,2026-01,10,NPA
L1461,2025-03,2026-02,11,NPA
L1461,2025-03,2026-03,12,NPA
L1461,2025-03,2026-04,13,NPA
L1461,2025-03,2026-05,14,NPA
L1461,2025-03,2026-06,15,NPA
L1462,2025-03,2025-04,1,Current
L1462,2025-03,2025-05,2,Current
L1462,2025-03,2025-06,3,Current
L1462,2025-03,2025-07,4,Current
L1462,2025-03,2025-08,5,Current
L1462,2025-03,2025-09,6,Current
L1462,2025-03,2025-10,7,Current
L1462,2025-03,2025-11,8,Current
L1462,2025-03,2025-12,9,Current
L1462,2025-03,2026-01,10,Current
L1462,2025-03,2026-02,11,Current
L1462,2025-03,2026-03,12,Current
L1462,2025-03,2026-04,13,Current
L1462,2025-03,2026-05,14,Current
L1462,2025-03,2026-06,15,Current
L1463,2025-03,2025-04,1,Current
L1463,2025-03,2025-05,2,Current
L1463,2025-03,2025-06,3,Current
L1463,2025-03,2025-07,4,Current
L1463,2025-03,2025-08,5,Current
L1463,2025-03,2025-09,6,Current
L1463,2025-03,2025-10,7,Current
L1463,2025-03,2025-11,8,Current
L1463,2025-03,2025-12,9,Current
L1463,2025-03,2026-01,10,Current
L1463,2025-03,2026-02,11,Current
L1463,2025-03,2026-03,12,Current
L1463,2025-03,2026-04,13,Current
L1463,2025-03,2026-05,14,Current
L1463,2025-03,2026-06,15,Current
L1464,2025-03,2025-04,1,Current
L1464,2025-03,2025-05,2,Current
L1464,2025-03,2025-06,3,Current
L1464,2025-03,2025-07,4,Current
L1464,2025-03,2025-08,5,Current
L1464,2025-03,2025-09,6,Current
L1464,2025-03,2025-10,7,Current
L1464,2025-03,2025-11,8,Current
L1464,2025-03,2025-12,9,Current
L1464,2025-03,2026-01,10,30 DPD
L1464,2025-03,2026-02,11,30 DPD
L1464,2025-03,2026-03,12,30 DPD
L1464,2025-03,2026-04,13,30 DPD
L1465,2025-03,2025-04,1,Current
L1465,2025-03,2025-05,2,Current
L1465,2025-03,2025-06,3,Current
L1465,2025-03,2025-07,4,Current
L1465,2025-03,2025-08,5,Current
L1465,2025-03,2025-09,6,Current
L1465,2025-03,2025-10,7,Current
L1465,2025-03,2025-11,8,Current
